ExperimentName,Subject,Trial,CogLoadCond,ReproSize,RespStartSize,Actual,correct,bias,biasculled
CogLoadLineNumber,12,77,High,350,162,352,0,-2,
CogLoadLineNumber,12,78,Low,232,248,224,1,8,
CogLoadLineNumber,12,79,High,158,322,160,1,-2,
CogLoadLineNumber,12,80,Low,388,267,352,1,36,
CogLoadLineNumber,12,81,Low,238,250,160,1,78,
CogLoadLineNumber,12,82,Low,292,215,288,1,4,
CogLoadLineNumber,12,83,Low,224,329,160,1,64,
CogLoadLineNumber,12,84,Low,284,99,352,1,-68,
CogLoadLineNumber,12,85,High,342,314,320,1,22,
CogLoadLineNumber,12,86,Low,360,361,320,1,40,
CogLoadLineNumber,12,87,Low,348,372,320,1,28,
CogLoadLineNumber,12,88,Low,204,237,160,1,44,
CogLoadLineNumber,12,89,Low,180,241,128,1,52,
CogLoadLineNumber,12,90,Low,328,80,288,1,40,
CogLoadLineNumber,14,1,Low,116,116,160,1,-44,
CogLoadLineNumber,14,2,Low,132,132,320,1,,-188
CogLoadLineNumber,14,3,High,220,143,256,1,-36,
CogLoadLineNumber,14,4,Low,172,272,192,1,-20,
CogLoadLineNumber,14,5,Low,336,272,320,1,16,
CogLoadLineNumber,14,6,Low,276,213,256,1,20,
CogLoadLineNumber,14,7,High,302,158,320,1,-18,
CogLoadLineNumber,14,8,Low,308,143,320,1,-12,
CogLoadLineNumber,14,9,High,140,99,128,1,12,
CogLoadLineNumber,14,10,High,290,290,288,1,2,
CogLoadLineNumber,14,11,High,224,248,320,1,-96,
CogLoadLineNumber,14,12,Low,154,178,160,1,-6,
CogLoadLineNumber,14,13,High,282,174,288,1,-6,
CogLoadLineNumber,14,14,High,134,378,128,1,6,
CogLoadLineNumber,14,15,High,96,92,96,1,0,
CogLoadLineNumber,14,16,High,180,343,160,1,20,
CogLoadLineNumber,14,17,Low,220,329,224,1,-4,
CogLoadLineNumber,14,18,High,224,135,224,1,0,
CogLoadLineNumber,14,19,High,212,108,224,1,-12,
CogLoadLineNumber,14,20,High,220,357,192,1,28,
CogLoadLineNumber,14,21,Low,120,312,160,1,-40,
CogLoadLineNumber,14,22,High,204,108,224,1,-20,
CogLoadLineNumber,14,23,High,268,328,256,1,12,
CogLoadLineNumber,14,24,Low,236,172,256,1,-20,
CogLoadLineNumber,14,25,Low,306,382,320,1,-14,
CogLoadLineNumber,14,26,High,344,304,352,1,-8,
CogLoadLineNumber,14,27,Low,180,223,192,1,-12,
CogLoadLineNumber,14,28,Low,238,106,288,1,-50,
CogLoadLineNumber,14,29,High,148,281,160,1,-12,
CogLoadLineNumber,14,30,Low,314,138,352,1,-38,
CogLoadLineNumber,14,31,High,116,131,160,1,-44,
CogLoadLineNumber,14,32,High,128,145,96,1,32,
CogLoadLineNumber,14,33,Low,116,116,128,1,-12,
CogLoadLineNumber,14,34,High,190,286,192,1,-2,
CogLoadLineNumber,14,35,High,152,311,128,1,24,
CogLoadLineNumber,14,36,Low,318,86,352,1,-34,
CogLoadLineNumber,14,37,High,270,222,256,1,14,
CogLoadLineNumber,14,38,Low,236,91,256,1,-20,
CogLoadLineNumber,14,39,High,180,351,160,1,20,
CogLoadLineNumber,14,40,Low,284,353,320,1,-36,
CogLoadLineNumber,14,41,Low,140,189,128,1,12,
CogLoadLineNumber,14,42,Low,228,323,256,1,-28,
CogLoadLineNumber,14,43,Low,132,279,128,1,4,
CogLoadLineNumber,14,44,High,246,294,256,1,-10,
CogLoadLineNumber,14,45,High,290,250,352,1,-62,
CogLoadLineNumber,14,46,High,288,193,288,1,0,
CogLoadLineNumber,14,47,Low,124,292,160,1,-36,
CogLoadLineNumber,14,48,Low,144,337,160,1,-16,
CogLoadLineNumber,14,49,High,184,185,192,1,-8,
CogLoadLineNumber,14,50,High,354,258,352,1,2,
CogLoadLineNumber,14,51,High,314,278,320,1,-6,
CogLoadLineNumber,14,52,Low,204,221,192,1,12,
CogLoadLineNumber,14,53,Low,208,343,192,1,16,
CogLoadLineNumber,14,54,High,96,356,96,1,0,
CogLoadLineNumber,14,55,Low,324,355,352,1,-28,
CogLoadLineNumber,14,56,High,288,387,320,1,-32,
CogLoadLineNumber,14,57,Low,252,252,256,1,-4,
CogLoadLineNumber,14,58,High,268,151,320,1,-52,
CogLoadLineNumber,14,59,Low,296,115,288,1,8,
CogLoadLineNumber,14,60,High,272,201,224,1,48,
CogLoadLineNumber,14,61,Low,108,383,128,1,-20,
CogLoadLineNumber,14,62,High,80,124,96,1,-16,
CogLoadLineNumber,14,63,High,368,257,352,1,16,
CogLoadLineNumber,14,64,Low,260,385,288,1,-28,
CogLoadLineNumber,14,65,Low,88,337,96,1,-8,
CogLoadLineNumber,14,66,High,352,287,352,1,0,
CogLoadLineNumber,14,67,High,220,155,224,1,-4,
CogLoadLineNumber,14,68,High,200,201,192,1,8,
CogLoadLineNumber,14,69,Low,252,253,224,1,28,
CogLoadLineNumber,14,70,Low,220,255,224,1,-4,
CogLoadLineNumber,14,71,Low,344,303,352,1,-8,
CogLoadLineNumber,14,72,High,272,305,288,1,-16,
CogLoadLineNumber,14,73,Low,84,136,96,1,-12,
CogLoadLineNumber,14,74,Low,92,347,96,1,-4,
CogLoadLineNumber,14,75,Low,320,207,288,1,32,
CogLoadLineNumber,14,76,High,292,141,288,1,4,
CogLoadLineNumber,14,77,Low,308,385,288,1,20,
CogLoadLineNumber,14,78,High,188,103,256,1,-68,
CogLoadLineNumber,14,79,High,174,343,96,1,78,
CogLoadLineNumber,14,80,Low,88,177,96,1,-8,
CogLoadLineNumber,14,81,Low,176,235,224,1,-48,
CogLoadLineNumber,14,82,Low,184,357,192,1,-8,
CogLoadLineNumber,14,83,Low,144,157,128,1,16,
CogLoadLineNumber,14,84,High,148,319,192,1,-44,
CogLoadLineNumber,14,85,Low,66,186,96,1,-30,
CogLoadLineNumber,14,86,Low,204,144,224,1,-20,
CogLoadLineNumber,14,87,High,156,91,160,1,-4,
CogLoadLineNumber,14,88,Low,368,217,352,1,16,
CogLoadLineNumber,14,89,High,96,224,128,1,-32,
CogLoadLineNumber,14,90,High,204,243,128,1,76,
CogLoadLineNumber,18,1,High,104,103,128,1,-24,
CogLoadLineNumber,18,2,High,92,92,288,0,,-196
CogLoadLineNumber,18,3,Low,168,167,352,1,,-184
CogLoadLineNumber,18,4,Low,256,388,224,1,32,
CogLoadLineNumber,18,5,High,128,255,96,1,32,
CogLoadLineNumber,18,6,High,110,378,96,0,14,
CogLoadLineNumber,18,7,Low,244,91,256,1,-12,
CogLoadLineNumber,18,8,High,248,316,256,1,-8,
CogLoadLineNumber,18,9,High,244,168,192,1,52,
CogLoadLineNumber,18,10,Low,310,134,288,1,22,
CogLoadLineNumber,18,11,Low,160,128,128,1,32,
CogLoadLineNumber,18,12,High,242,294,192,1,50,
CogLoadLineNumber,18,13,Low,264,109,256,1,8,
CogLoadLineNumber,18,14,Low,360,384,352,1,8,
CogLoadLineNumber,18,15,High,300,321,256,1,44,
CogLoadLineNumber,18,16,High,268,296,224,1,44,
CogLoadLineNumber,18,17,High,326,214,320,1,6,
CogLoadLineNumber,18,18,Low,314,174,288,1,26,
CogLoadLineNumber,18,19,High,144,279,128,1,16,
CogLoadLineNumber,18,20,Low,288,345,320,0,-32,
CogLoadLineNumber,18,21,High,172,387,160,0,12,
CogLoadLineNumber,18,22,High,260,171,256,0,4,
CogLoadLineNumber,18,23,High,292,313,320,1,-28,
CogLoadLineNumber,18,24,Low,310,330,288,1,22,
CogLoadLineNumber,18,25,Low,212,117,224,1,-12,
CogLoadLineNumber,18,26,High,118,282,96,1,22,
CogLoadLineNumber,18,27,High,234,118,192,1,42,
CogLoadLineNumber,18,28,Low,114,114,96,1,18,
CogLoadLineNumber,18,29,High,360,384,352,1,8,
CogLoadLineNumber,18,30,High,176,221,128,1,48,
CogLoadLineNumber,18,31,Low,312,244,352,1,-40,
CogLoadLineNumber,18,32,High,208,100,224,0,-16,
CogLoadLineNumber,18,33,High,300,300,320,1,-20,
CogLoadLineNumber,18,34,Low,188,103,192,1,-4,
CogLoadLineNumber,18,35,Low,272,173,320,1,-48,
CogLoadLineNumber,18,36,High,240,103,288,1,-48,
CogLoadLineNumber,18,37,High,312,376,288,1,24,
CogLoadLineNumber,18,38,Low,106,174,96,1,10,
CogLoadLineNumber,18,39,Low,160,265,128,1,32,
CogLoadLineNumber,18,40,Low,104,105,96,1,8,
CogLoadLineNumber,18,41,High,324,111,352,1,-28,
CogLoadLineNumber,18,42,Low,252,96,256,1,-4,
CogLoadLineNumber,18,43,Low,212,271,160,1,52,
CogLoadLineNumber,18,44,Low,328,241,352,1,-24,
CogLoadLineNumber,18,45,High,148,148,160,1,-12,
CogLoadLineNumber,18,46,Low,172,131,160,1,12,
CogLoadLineNumber,18,47,Low,176,204,192,1,-16,
CogLoadLineNumber,18,48,High,332,168,352,1,-20,
CogLoadLineNumber,18,49,Low,218,94,224,1,-6,
CogLoadLineNumber,18,50,High,188,117,224,1,-36,
CogLoadLineNumber,18,51,High,176,109,160,1,16,
CogLoadLineNumber,18,52,Low,158,374,128,1,30,
CogLoadLineNumber,18,53,Low,228,157,256,1,-28,
CogLoadLineNumber,18,54,High,324,325,352,1,-28,
CogLoadLineNumber,18,55,High,316,357,320,0,-4,
CogLoadLineNumber,18,56,Low,280,180,256,1,24,
CogLoadLineNumber,18,57,Low,208,176,192,1,16,
CogLoadLineNumber,18,58,Low,332,235,320,1,12,
CogLoadLineNumber,18,59,High,272,163,288,1,-16,
CogLoadLineNumber,18,60,High,280,371,256,1,24,
CogLoadLineNumber,18,61,High,204,125,224,1,-20,
CogLoadLineNumber,18,62,Low,186,102,192,1,-6,
CogLoadLineNumber,18,63,High,266,366,192,1,74,
CogLoadLineNumber,18,64,Low,224,119,224,1,0,
CogLoadLineNumber,18,65,Low,162,162,160,1,2,
CogLoadLineNumber,18,66,High,184,257,160,1,24,
CogLoadLineNumber,18,67,Low,92,383,96,1,-4,
CogLoadLineNumber,18,68,High,126,126,96,1,30,
CogLoadLineNumber,18,69,Low,104,145,96,1,8,
CogLoadLineNumber,18,70,Low,216,349,192,1,24,
CogLoadLineNumber,18,71,Low,168,279,128,1,40,
CogLoadLineNumber,18,72,Low,320,364,224,1,96,
CogLoadLineNumber,18,73,High,246,90,224,1,22,
CogLoadLineNumber,18,74,High,332,299,320,0,12,
CogLoadLineNumber,18,75,High,194,158,192,1,2,
CogLoadLineNumber,18,76,Low,264,263,288,1,-24,
CogLoadLineNumber,18,77,High,262,262,256,1,6,
CogLoadLineNumber,18,78,Low,180,348,160,1,20,
CogLoadLineNumber,18,79,High,294,134,288,1,6,
CogLoadLineNumber,18,80,High,138,186,128,1,10,
CogLoadLineNumber,18,81,Low,140,140,128,1,12,
CogLoadLineNumber,18,82,High,100,101,96,1,4,
CogLoadLineNumber,18,83,Low,342,214,352,1,-10,
CogLoadLineNumber,18,84,High,304,269,352,1,-48,
CogLoadLineNumber,18,85,Low,304,144,320,1,-16,
CogLoadLineNumber,18,86,Low,206,310,160,1,46,
CogLoadLineNumber,18,87,Low,312,244,288,1,24,
CogLoadLineNumber,18,88,Low,292,208,320,1,-28,
CogLoadLineNumber,18,89,High,216,333,160,1,56,
CogLoadLineNumber,18,90,High,180,349,128,1,52,
CogLoadLineNumber,19,1,Low,120,119,256,1,,-136
CogLoadLineNumber,19,2,Low,206,258,256,1,-50,
CogLoadLineNumber,19,3,Low,268,205,288,1,-20,
CogLoadLineNumber,19,4,High,190,294,192,1,-2,
CogLoadLineNumber,19,5,Low,306,226,352,1,-46,
CogLoadLineNumber,19,6,High,192,295,192,1,0,
CogLoadLineNumber,19,7,Low,164,308,192,1,-28,
CogLoadLineNumber,19,8,Low,112,285,96,1,16,
CogLoadLineNumber,19,9,Low,128,80,128,1,0,
CogLoadLineNumber,19,10,High,272,91,288,1,-16,
CogLoadLineNumber,19,11,High,168,119,160,1,8,
CogLoadLineNumber,19,12,Low,92,89,96,1,-4,
CogLoadLineNumber,19,13,Low,144,96,160,1,-16,
CogLoadLineNumber,19,14,High,326,286,320,1,6,
CogLoadLineNumber,19,15,Low,220,356,256,1,-36,
CogLoadLineNumber,19,16,Low,160,83,192,1,-32,
CogLoadLineNumber,19,17,High,242,318,256,1,-14,
CogLoadLineNumber,19,18,High,218,294,256,0,-38,
CogLoadLineNumber,19,19,High,176,137,160,1,16,
CogLoadLineNumber,19,20,Low,280,213,320,1,-40,
CogLoadLineNumber,19,21,Low,188,116,224,1,-36,
CogLoadLineNumber,19,22,Low,150,286,160,1,-10,
CogLoadLineNumber,19,23,High,184,385,192,1,-8,
CogLoadLineNumber,19,24,High,228,283,288,1,-60,
CogLoadLineNumber,19,25,High,156,117,128,1,28,
CogLoadLineNumber,19,26,Low,204,344,224,1,-20,
CogLoadLineNumber,19,27,Low,248,319,288,1,-40,
CogLoadLineNumber,19,28,Low,304,180,352,1,-48,
CogLoadLineNumber,19,29,Low,318,242,320,1,-2,
CogLoadLineNumber,19,30,High,192,99,224,1,-32,
CogLoadLineNumber,19,31,High,248,361,288,1,-40,
CogLoadLineNumber,19,32,High,252,300,256,1,-4,
CogLoadLineNumber,19,33,High,372,336,352,1,20,
CogLoadLineNumber,19,34,Low,118,122,128,1,-10,
CogLoadLineNumber,19,35,High,272,103,320,1,-48,
CogLoadLineNumber,19,36,Low,140,168,160,1,-20,
CogLoadLineNumber,19,37,Low,172,364,192,1,-20,
CogLoadLineNumber,19,38,High,298,222,320,1,-22,
CogLoadLineNumber,19,39,High,152,80,128,0,24,
CogLoadLineNumber,19,40,Low,92,168,96,1,-4,
CogLoadLineNumber,19,41,Low,288,313,288,1,0,
CogLoadLineNumber,19,42,High,140,243,128,1,12,
CogLoadLineNumber,19,43,High,124,309,128,1,-4,
CogLoadLineNumber,19,44,High,82,330,96,0,-14,
CogLoadLineNumber,19,45,High,238,122,352,0,-114,
CogLoadLineNumber,19,46,Low,248,367,256,1,-8,
CogLoadLineNumber,19,47,Low,112,304,96,1,16,
CogLoadLineNumber,19,48,High,194,238,256,1,-62,
CogLoadLineNumber,19,49,High,284,348,320,1,-36,
CogLoadLineNumber,19,50,High,252,352,256,1,-4,
CogLoadLineNumber,19,51,Low,248,123,288,1,-40,
CogLoadLineNumber,19,52,Low,196,349,160,1,36,
CogLoadLineNumber,19,53,High,198,354,192,1,6,
CogLoadLineNumber,19,54,Low,124,312,128,1,-4,
CogLoadLineNumber,19,55,Low,212,184,192,1,20,
CogLoadLineNumber,19,56,Low,276,343,288,1,-12,
CogLoadLineNumber,19,57,Low,326,110,352,1,-26,
CogLoadLineNumber,19,58,High,334,334,352,1,-18,
CogLoadLineNumber,19,59,High,116,181,96,1,20,
CogLoadLineNumber,19,60,High,208,159,224,1,-16,
CogLoadLineNumber,19,61,High,284,323,352,0,-68,
CogLoadLineNumber,19,62,High,270,222,288,1,-18,
CogLoadLineNumber,19,63,High,86,378,96,1,-10,
CogLoadLineNumber,19,64,High,156,304,192,1,-36,
CogLoadLineNumber,19,65,Low,218,346,256,1,-38,
CogLoadLineNumber,19,66,Low,208,88,192,1,16,
CogLoadLineNumber,19,67,High,172,184,160,1,12,
CogLoadLineNumber,19,68,High,220,261,224,1,-4,
CogLoadLineNumber,19,69,Low,324,196,320,1,4,
CogLoadLineNumber,19,70,Low,248,369,224,1,24,
CogLoadLineNumber,19,71,Low,308,259,352,0,-44,
CogLoadLineNumber,19,72,Low,140,253,128,1,12,
CogLoadLineNumber,19,73,Low,208,100,224,1,-16,
CogLoadLineNumber,19,74,High,220,323,224,1,-4,
CogLoadLineNumber,19,75,High,240,333,320,1,-80,
CogLoadLineNumber,19,76,High,316,251,288,0,28,
CogLoadLineNumber,19,77,High,158,274,128,0,30,
CogLoadLineNumber,19,78,Low,98,322,96,1,2,
CogLoadLineNumber,19,79,High,240,187,224,0,16,
CogLoadLineNumber,19,80,High,140,87,160,1,-20,
CogLoadLineNumber,19,81,Low,298,350,320,1,-22,
CogLoadLineNumber,19,82,Low,176,356,160,1,16,
CogLoadLineNumber,19,83,Low,164,275,128,1,36,
CogLoadLineNumber,19,84,High,148,188,160,1,-12,
CogLoadLineNumber,19,85,Low,198,282,224,1,-26,
CogLoadLineNumber,19,86,High,90,110,96,1,-6,
CogLoadLineNumber,19,87,High,106,254,96,0,10,
CogLoadLineNumber,19,88,High,368,276,352,0,16,
CogLoadLineNumber,19,89,Low,300,177,320,1,-20,
CogLoadLineNumber,19,90,Low,344,261,352,1,-8,
CogLoadLineNumber,20,1,Low,280,280,192,1,88,
CogLoadLineNumber,20,2,High,220,221,160,1,60,
CogLoadLineNumber,20,3,Low,96,297,96,1,0,
CogLoadLineNumber,20,4,High,172,279,192,1,-20,
CogLoadLineNumber,20,5,Low,88,377,96,0,-8,
CogLoadLineNumber,20,6,Low,234,270,288,1,-54,
CogLoadLineNumber,20,7,Low,218,82,256,1,-38,
CogLoadLineNumber,20,8,High,96,108,96,1,0,
CogLoadLineNumber,20,9,High,314,370,352,1,-38,
CogLoadLineNumber,20,10,Low,120,351,128,1,-8,
CogLoadLineNumber,20,11,Low,244,279,256,0,-12,
CogLoadLineNumber,20,12,Low,310,258,320,1,-10,
CogLoadLineNumber,20,13,High,364,232,352,1,12,
CogLoadLineNumber,20,14,Low,184,231,192,1,-8,
CogLoadLineNumber,20,15,High,336,287,320,1,16,
CogLoadLineNumber,20,16,High,220,229,224,1,-4,
CogLoadLineNumber,20,17,High,220,295,192,0,28,
CogLoadLineNumber,20,18,High,140,139,160,0,-20,
CogLoadLineNumber,20,19,Low,280,381,256,1,24,
CogLoadLineNumber,20,20,Low,292,328,320,1,-28,
CogLoadLineNumber,20,21,Low,132,283,128,1,4,
CogLoadLineNumber,20,22,High,236,307,256,1,-20,
CogLoadLineNumber,20,23,High,272,305,352,0,-80,
CogLoadLineNumber,20,24,High,128,213,160,1,-32,
CogLoadLineNumber,20,25,High,248,371,256,1,-8,
CogLoadLineNumber,20,26,High,240,271,256,0,-16,
CogLoadLineNumber,20,27,High,336,309,320,1,16,
CogLoadLineNumber,20,28,Low,74,310,96,1,-22,
CogLoadLineNumber,20,29,Low,292,321,288,1,4,
CogLoadLineNumber,20,30,Low,332,333,352,1,-20,
CogLoadLineNumber,20,31,Low,338,234,352,1,-14,
CogLoadLineNumber,20,32,High,394,106,352,1,42,
CogLoadLineNumber,20,33,High,148,251,160,1,-12,
CogLoadLineNumber,20,34,High,256,224,256,1,0,
CogLoadLineNumber,20,35,Low,280,235,320,1,-40,
CogLoadLineNumber,20,36,High,188,235,192,1,-4,
CogLoadLineNumber,20,37,High,284,249,320,1,-36,
CogLoadLineNumber,20,38,Low,184,261,224,1,-40,
CogLoadLineNumber,20,39,Low,170,290,192,1,-22,
CogLoadLineNumber,20,40,Low,328,347,352,1,-24,
CogLoadLineNumber,20,41,Low,108,231,128,1,-20,
CogLoadLineNumber,20,42,Low,238,266,224,1,14,
CogLoadLineNumber,20,43,Low,296,331,320,0,-24,
CogLoadLineNumber,20,44,Low,348,191,352,1,-4,
CogLoadLineNumber,20,45,Low,210,362,224,1,-14,
CogLoadLineNumber,20,46,Low,64,89,96,1,-32,
CogLoadLineNumber,20,47,High,204,108,256,1,-52,
CogLoadLineNumber,20,48,High,210,310,224,1,-14,
CogLoadLineNumber,20,49,Low,196,91,192,1,4,
CogLoadLineNumber,20,50,Low,150,274,160,1,-10,
CogLoadLineNumber,20,51,High,160,252,224,1,-64,
CogLoadLineNumber,20,52,High,110,274,128,1,-18,
CogLoadLineNumber,20,53,High,296,107,288,1,8,
CogLoadLineNumber,20,54,High,316,292,320,1,-4,
CogLoadLineNumber,20,55,Low,152,325,160,1,-8,
CogLoadLineNumber,20,56,Low,168,201,288,1,-120,
CogLoadLineNumber,20,57,Low,276,125,288,1,-12,
CogLoadLineNumber,20,58,High,364,148,320,1,44,
CogLoadLineNumber,20,59,Low,176,303,224,1,-48,
CogLoadLineNumber,20,60,High,178,244,96,1,82,
CogLoadLineNumber,20,61,High,158,314,224,0,-66,
CogLoadLineNumber,20,62,High,172,209,288,0,-116,
CogLoadLineNumber,20,63,Low,338,338,320,1,18,
CogLoadLineNumber,20,64,Low,72,325,96,1,-24,
CogLoadLineNumber,20,65,Low,288,360,288,1,0,
CogLoadLineNumber,20,66,High,110,182,128,1,-18,
CogLoadLineNumber,20,67,High,184,205,224,1,-40,
CogLoadLineNumber,20,68,Low,364,135,352,1,12,
CogLoadLineNumber,20,69,Low,140,363,160,0,-20,
CogLoadLineNumber,20,70,High,150,82,128,1,22,
CogLoadLineNumber,20,71,High,260,349,192,1,68,
CogLoadLineNumber,20,72,High,76,277,96,1,-20,
CogLoadLineNumber,20,73,High,312,161,288,1,24,
CogLoadLineNumber,20,74,Low,200,128,256,1,-56,
CogLoadLineNumber,20,75,Low,276,275,256,1,20,
CogLoadLineNumber,20,76,Low,124,244,128,1,-4,
CogLoadLineNumber,20,77,High,300,176,288,0,12,
CogLoadLineNumber,20,78,High,120,275,96,1,24,
CogLoadLineNumber,20,79,High,184,239,192,1,-8,
CogLoadLineNumber,20,80,Low,164,253,160,0,4,
CogLoadLineNumber,20,81,Low,232,89,224,1,8,
CogLoadLineNumber,20,82,High,154,182,160,0,-6,
CogLoadLineNumber,20,83,High,144,111,128,1,16,
CogLoadLineNumber,20,84,High,90,250,96,1,-6,
CogLoadLineNumber,20,85,Low,162,334,160,0,2,
CogLoadLineNumber,20,86,High,236,339,352,1,-116,
CogLoadLineNumber,20,87,Low,156,124,192,1,-36,
CogLoadLineNumber,20,88,Low,224,319,128,1,96,
CogLoadLineNumber,20,89,High,124,197,128,1,-4,
CogLoadLineNumber,20,90,High,304,84,288,1,16,
CogLoadLineNumber,21,1,High,308,259,320,0,-12,
CogLoadLineNumber,21,2,High,370,370,96,0,,274
CogLoadLineNumber,21,3,High,136,236,160,1,-24,
CogLoadLineNumber,21,4,High,116,175,96,0,20,
CogLoadLineNumber,21,5,Low,138,314,160,0,-22,
CogLoadLineNumber,21,6,High,184,137,192,1,-8,
CogLoadLineNumber,21,7,Low,276,311,224,1,52,
CogLoadLineNumber,21,8,High,376,97,352,1,24,
CogLoadLineNumber,21,9,High,336,303,352,0,-16,
CogLoadLineNumber,21,10,Low,390,222,352,1,38,
CogLoadLineNumber,21,11,High,150,182,128,1,22,
CogLoadLineNumber,21,12,High,168,143,224,1,-56,
CogLoadLineNumber,21,13,Low,256,188,320,1,-64,
CogLoadLineNumber,21,14,Low,288,209,320,1,-32,
CogLoadLineNumber,21,15,Low,220,196,256,1,-36,
CogLoadLineNumber,21,16,Low,204,323,224,0,-20,
CogLoadLineNumber,21,17,High,216,217,192,1,24,
CogLoadLineNumber,21,18,High,256,213,288,0,-32,
CogLoadLineNumber,21,19,High,312,179,352,0,-40,
CogLoadLineNumber,21,20,High,116,364,128,1,-12,
CogLoadLineNumber,21,21,Low,224,223,256,1,-32,
CogLoadLineNumber,21,22,Low,168,161,192,1,-24,
CogLoadLineNumber,21,23,High,258,330,256,1,2,
CogLoadLineNumber,21,24,High,336,223,320,1,16,
CogLoadLineNumber,21,25,Low,290,290,320,1,-30,
CogLoadLineNumber,21,26,High,168,180,160,1,8,
CogLoadLineNumber,21,27,High,100,339,128,0,-28,
CogLoadLineNumber,21,28,Low,384,121,352,1,32,
CogLoadLineNumber,21,29,Low,84,295,128,1,-44,
CogLoadLineNumber,21,30,Low,92,104,96,1,-4,
CogLoadLineNumber,21,31,High,84,379,96,1,-12,
CogLoadLineNumber,21,32,Low,78,214,96,1,-18,
CogLoadLineNumber,21,33,Low,316,224,320,1,-4,
CogLoadLineNumber,21,34,High,374,274,352,0,22,
CogLoadLineNumber,21,35,High,150,318,160,1,-10,
CogLoadLineNumber,21,36,Low,232,232,256,1,-24,
CogLoadLineNumber,21,37,High,200,353,224,1,-24,
CogLoadLineNumber,21,38,Low,148,341,192,1,-44,
CogLoadLineNumber,21,39,Low,196,289,224,1,-28,
CogLoadLineNumber,21,40,Low,88,384,128,1,-40,
CogLoadLineNumber,21,41,High,84,176,96,1,-12,
CogLoadLineNumber,21,42,High,188,121,224,1,-36,
CogLoadLineNumber,21,43,High,76,112,96,1,-20,
CogLoadLineNumber,21,44,Low,280,280,256,1,24,
CogLoadLineNumber,21,45,High,88,87,160,1,-72,
CogLoadLineNumber,21,46,Low,138,106,160,1,-22,
CogLoadLineNumber,21,47,Low,320,192,288,0,32,
CogLoadLineNumber,21,48,Low,352,91,352,1,0,
CogLoadLineNumber,21,49,Low,136,137,192,1,-56,
CogLoadLineNumber,21,50,High,150,214,160,0,-10,
CogLoadLineNumber,21,51,Low,164,361,128,1,36,
CogLoadLineNumber,21,52,High,304,151,352,1,-48,
CogLoadLineNumber,21,53,High,202,82,192,0,10,
CogLoadLineNumber,21,54,Low,166,318,160,1,6,
CogLoadLineNumber,21,55,High,194,194,256,1,-62,
CogLoadLineNumber,21,56,High,188,285,224,1,-36,
CogLoadLineNumber,21,57,High,216,231,192,0,24,
CogLoadLineNumber,21,58,High,228,267,224,0,4,
CogLoadLineNumber,21,59,High,200,199,128,0,72,
CogLoadLineNumber,21,60,High,234,90,288,1,-54,
CogLoadLineNumber,21,61,Low,96,121,96,1,0,
CogLoadLineNumber,21,62,Low,280,352,288,1,-8,
CogLoadLineNumber,21,63,High,258,258,288,1,-30,
CogLoadLineNumber,21,64,High,252,253,288,1,-36,
CogLoadLineNumber,21,65,Low,124,139,128,1,-4,
CogLoadLineNumber,21,66,High,252,120,256,1,-4,
CogLoadLineNumber,21,67,Low,156,299,160,1,-4,
CogLoadLineNumber,21,68,High,256,371,256,1,0,
CogLoadLineNumber,21,69,High,292,291,320,1,-28,
CogLoadLineNumber,21,70,Low,220,347,224,1,-4,
CogLoadLineNumber,21,71,Low,212,240,224,1,-12,
CogLoadLineNumber,21,72,High,120,347,128,1,-8,
CogLoadLineNumber,21,73,Low,316,361,288,1,28,
CogLoadLineNumber,21,74,Low,172,117,192,1,-20,
CogLoadLineNumber,21,75,Low,330,122,320,1,10,
CogLoadLineNumber,21,76,Low,352,352,288,1,64,
CogLoadLineNumber,21,77,Low,370,350,352,1,18,
CogLoadLineNumber,21,78,High,222,154,320,0,-98,
CogLoadLineNumber,21,79,Low,270,181,256,0,14,
CogLoadLineNumber,21,80,High,232,383,192,0,40,
CogLoadLineNumber,21,81,Low,70,142,96,1,-26,
CogLoadLineNumber,21,82,Low,196,93,192,1,4,
CogLoadLineNumber,21,83,Low,300,129,352,1,-52,
CogLoadLineNumber,21,84,High,304,383,320,1,-16,
CogLoadLineNumber,21,85,High,286,286,288,1,-2,
CogLoadLineNumber,21,86,Low,154,254,160,1,-6,
CogLoadLineNumber,21,87,Low,82,350,96,1,-14,
CogLoadLineNumber,21,88,Low,132,96,128,1,4,
CogLoadLineNumber,21,89,High,236,237,256,1,-20,
CogLoadLineNumber,21,90,Low,320,371,288,1,32,
CogLoadLineNumber,22,1,High,188,268,128,0,60,
CogLoadLineNumber,22,2,Low,296,116,288,1,8,
CogLoadLineNumber,22,3,Low,284,173,320,1,-36,
CogLoadLineNumber,22,4,Low,268,149,288,1,-20,
CogLoadLineNumber,22,5,Low,128,297,160,1,-32,
CogLoadLineNumber,22,6,Low,360,156,160,1,,200
CogLoadLineNumber,22,7,High,280,181,256,0,24,
CogLoadLineNumber,22,8,High,282,190,256,1,26,
CogLoadLineNumber,22,9,High,304,309,320,1,-16,
CogLoadLineNumber,22,10,High,376,237,352,1,24,
CogLoadLineNumber,22,11,Low,158,270,192,1,-34,
CogLoadLineNumber,22,12,High,172,355,96,1,76,
CogLoadLineNumber,22,13,Low,152,127,128,1,24,
CogLoadLineNumber,22,14,High,96,259,128,0,-32,
CogLoadLineNumber,22,15,High,172,133,192,0,-20,
