ExperimentName,Subject,Trial,CogLoadCond,ReproSize,RespStartSize,Actual,correct,bias,biasculled
CogLoadLineNumber,22,16,Low,96,115,128,1,-32,
CogLoadLineNumber,22,17,High,268,175,288,0,-20,
CogLoadLineNumber,22,18,High,398,174,352,1,46,
CogLoadLineNumber,22,19,High,264,149,192,0,72,
CogLoadLineNumber,22,20,High,288,321,256,0,32,
CogLoadLineNumber,22,21,Low,392,388,352,1,40,
CogLoadLineNumber,22,22,Low,288,316,288,1,0,
CogLoadLineNumber,22,23,Low,186,234,192,1,-6,
CogLoadLineNumber,22,24,High,132,196,160,1,-28,
CogLoadLineNumber,22,25,Low,354,102,320,1,34,
CogLoadLineNumber,22,26,Low,104,300,160,1,-56,
CogLoadLineNumber,22,27,Low,68,321,96,1,-28,
CogLoadLineNumber,22,28,Low,394,182,320,1,74,
CogLoadLineNumber,22,29,Low,384,319,352,1,32,
CogLoadLineNumber,22,30,Low,108,257,128,1,-20,
CogLoadLineNumber,22,31,Low,284,296,288,1,-4,
CogLoadLineNumber,22,32,Low,290,146,288,1,2,
CogLoadLineNumber,22,33,High,224,360,160,1,64,
CogLoadLineNumber,22,34,Low,290,362,256,0,34,
CogLoadLineNumber,22,35,Low,388,337,352,1,36,
CogLoadLineNumber,22,36,High,144,240,128,0,16,
CogLoadLineNumber,22,37,Low,112,105,128,1,-16,
CogLoadLineNumber,22,38,High,358,150,320,1,38,
CogLoadLineNumber,22,39,Low,244,95,256,1,-12,
CogLoadLineNumber,22,40,Low,138,386,160,1,-22,
CogLoadLineNumber,22,41,Low,246,170,256,1,-10,
CogLoadLineNumber,22,42,Low,216,379,224,1,-8,
CogLoadLineNumber,22,43,High,158,362,160,1,-2,
CogLoadLineNumber,22,44,High,308,243,224,1,84,
CogLoadLineNumber,22,45,High,360,364,320,0,40,
CogLoadLineNumber,22,46,High,84,327,96,0,-12,
CogLoadLineNumber,22,47,Low,398,202,352,1,46,
CogLoadLineNumber,22,48,Low,72,316,96,1,-24,
CogLoadLineNumber,22,49,High,180,121,224,1,-44,
CogLoadLineNumber,22,50,High,296,332,352,1,-56,
CogLoadLineNumber,22,51,Low,198,178,224,1,-26,
CogLoadLineNumber,22,52,Low,184,352,192,1,-8,
CogLoadLineNumber,22,53,High,292,305,288,1,4,
CogLoadLineNumber,22,54,Low,68,244,96,1,-28,
CogLoadLineNumber,22,55,Low,154,182,160,1,-6,
CogLoadLineNumber,22,56,Low,328,347,352,1,-24,
CogLoadLineNumber,22,57,High,352,137,352,1,0,
CogLoadLineNumber,22,58,High,206,198,224,0,-18,
CogLoadLineNumber,22,59,Low,66,234,96,0,-30,
CogLoadLineNumber,22,60,High,186,346,192,0,-6,
CogLoadLineNumber,22,61,Low,240,84,192,1,48,
CogLoadLineNumber,22,62,Low,306,262,320,1,-14,
CogLoadLineNumber,22,63,Low,200,307,256,1,-56,
CogLoadLineNumber,22,64,High,304,297,288,1,16,
CogLoadLineNumber,22,65,High,176,257,224,0,-48,
CogLoadLineNumber,22,66,High,242,342,352,0,-110,
CogLoadLineNumber,22,67,Low,186,266,224,0,-38,
CogLoadLineNumber,22,68,Low,112,205,128,1,-16,
CogLoadLineNumber,22,69,Low,80,336,96,1,-16,
CogLoadLineNumber,22,70,Low,256,251,256,1,0,
CogLoadLineNumber,22,71,High,178,182,192,1,-14,
CogLoadLineNumber,22,72,High,332,235,288,0,44,
CogLoadLineNumber,22,73,Low,268,164,224,1,44,
CogLoadLineNumber,22,74,High,82,174,96,1,-14,
CogLoadLineNumber,22,75,Low,244,221,224,1,20,
CogLoadLineNumber,22,76,High,144,317,160,0,-16,
CogLoadLineNumber,22,77,High,152,267,160,1,-8,
CogLoadLineNumber,22,78,High,288,296,256,0,32,
CogLoadLineNumber,22,79,High,124,239,96,1,28,
CogLoadLineNumber,22,80,High,288,363,288,1,0,
CogLoadLineNumber,22,81,High,106,358,96,1,10,
CogLoadLineNumber,22,82,Low,308,285,320,1,-12,
CogLoadLineNumber,22,83,High,320,119,320,1,0,
CogLoadLineNumber,22,84,High,288,247,320,0,-32,
CogLoadLineNumber,22,85,High,142,310,128,1,14,
CogLoadLineNumber,22,86,Low,136,104,192,1,-56,
CogLoadLineNumber,22,87,High,160,337,192,1,-32,
CogLoadLineNumber,22,88,High,276,143,256,0,20,
CogLoadLineNumber,22,89,High,138,354,128,0,10,
CogLoadLineNumber,22,90,High,176,279,224,1,-48,
CogLoadLineNumber,23,1,High,330,210,320,1,10,
CogLoadLineNumber,23,2,High,236,272,192,1,44,
CogLoadLineNumber,23,3,Low,156,95,192,1,-36,
CogLoadLineNumber,23,4,Low,334,266,352,1,-18,
CogLoadLineNumber,23,5,High,204,203,224,1,-20,
CogLoadLineNumber,23,6,High,218,254,224,1,-6,
CogLoadLineNumber,23,7,Low,160,85,160,1,0,
CogLoadLineNumber,23,8,Low,244,367,192,0,52,
CogLoadLineNumber,23,9,High,148,327,160,0,-12,
CogLoadLineNumber,23,10,Low,60,196,96,1,-36,
CogLoadLineNumber,23,11,High,380,264,352,0,28,
CogLoadLineNumber,23,12,High,164,108,128,1,36,
CogLoadLineNumber,23,13,High,216,217,192,1,24,
CogLoadLineNumber,23,14,High,220,220,192,0,28,
CogLoadLineNumber,23,15,Low,168,221,160,0,8,
CogLoadLineNumber,23,16,Low,162,382,96,0,66,
CogLoadLineNumber,23,17,High,232,301,96,1,,136
CogLoadLineNumber,23,18,High,306,226,160,1,,146
CogLoadLineNumber,23,19,High,288,147,320,1,-32,
CogLoadLineNumber,23,20,Low,318,378,320,1,-2,
CogLoadLineNumber,23,21,High,360,305,352,1,8,
CogLoadLineNumber,23,22,Low,196,240,224,1,-28,
CogLoadLineNumber,23,23,High,136,229,160,1,-24,
CogLoadLineNumber,23,24,Low,172,384,160,1,12,
CogLoadLineNumber,23,25,Low,236,237,256,1,-20,
CogLoadLineNumber,23,26,High,72,95,96,1,-24,
CogLoadLineNumber,23,27,High,142,178,224,1,-82,
CogLoadLineNumber,23,28,Low,292,247,288,1,4,
CogLoadLineNumber,23,29,High,262,126,256,0,6,
CogLoadLineNumber,23,30,Low,84,269,96,1,-12,
CogLoadLineNumber,23,31,Low,180,209,192,1,-12,
CogLoadLineNumber,23,32,High,246,350,256,1,-10,
CogLoadLineNumber,23,33,Low,176,221,256,1,-80,
CogLoadLineNumber,23,34,Low,224,351,192,0,32,
CogLoadLineNumber,23,35,Low,346,346,352,1,-6,
CogLoadLineNumber,23,36,High,192,191,288,0,-96,
CogLoadLineNumber,23,37,Low,144,237,160,1,-16,
CogLoadLineNumber,23,38,High,276,208,352,1,-76,
CogLoadLineNumber,23,39,Low,374,338,352,1,22,
CogLoadLineNumber,23,40,Low,152,204,128,1,24,
CogLoadLineNumber,23,41,High,212,123,288,1,-76,
CogLoadLineNumber,23,42,High,256,315,288,1,-32,
CogLoadLineNumber,23,43,High,174,94,96,1,78,
CogLoadLineNumber,23,44,Low,128,127,128,1,0,
CogLoadLineNumber,23,45,High,178,218,352,1,,-174
CogLoadLineNumber,23,46,Low,164,112,160,1,4,
CogLoadLineNumber,23,47,High,200,227,128,0,72,
CogLoadLineNumber,23,48,Low,252,117,256,1,-4,
CogLoadLineNumber,23,49,High,248,141,192,0,56,
CogLoadLineNumber,23,50,Low,218,242,256,0,-38,
CogLoadLineNumber,23,51,High,160,160,224,1,-64,
CogLoadLineNumber,23,52,Low,312,383,320,1,-8,
CogLoadLineNumber,23,53,High,352,311,288,0,64,
CogLoadLineNumber,23,54,Low,256,89,320,1,-64,
CogLoadLineNumber,23,55,Low,324,263,320,0,4,
CogLoadLineNumber,23,56,Low,292,227,352,1,-60,
CogLoadLineNumber,23,57,Low,240,271,224,1,16,
CogLoadLineNumber,23,58,Low,256,160,288,1,-32,
CogLoadLineNumber,23,59,Low,220,129,224,1,-4,
CogLoadLineNumber,23,60,High,188,188,224,1,-36,
CogLoadLineNumber,23,61,High,132,293,160,1,-28,
CogLoadLineNumber,23,62,Low,220,241,224,1,-4,
CogLoadLineNumber,23,63,Low,72,321,128,0,-56,
CogLoadLineNumber,23,64,High,100,159,128,1,-28,
CogLoadLineNumber,23,65,Low,72,139,96,1,-24,
CogLoadLineNumber,23,66,Low,140,355,128,1,12,
CogLoadLineNumber,23,67,Low,156,104,128,1,28,
CogLoadLineNumber,23,68,Low,218,282,288,1,-70,
CogLoadLineNumber,23,69,Low,272,148,320,1,-48,
CogLoadLineNumber,23,70,Low,104,116,96,0,8,
CogLoadLineNumber,23,71,High,116,217,96,1,20,
CogLoadLineNumber,23,72,High,104,105,96,1,8,
CogLoadLineNumber,23,73,High,96,155,128,1,-32,
CogLoadLineNumber,23,74,Low,256,105,288,0,-32,
CogLoadLineNumber,23,75,Low,268,175,256,1,12,
CogLoadLineNumber,23,76,High,224,224,256,1,-32,
CogLoadLineNumber,23,77,Low,224,260,224,1,0,
CogLoadLineNumber,23,78,High,228,300,256,0,-28,
CogLoadLineNumber,23,79,High,352,215,320,1,32,
CogLoadLineNumber,23,80,High,208,267,160,0,48,
CogLoadLineNumber,23,81,High,244,344,320,0,-76,
CogLoadLineNumber,23,82,High,360,260,288,1,72,
CogLoadLineNumber,23,83,High,316,95,352,1,-36,
CogLoadLineNumber,23,84,Low,336,337,352,1,-16,
CogLoadLineNumber,23,85,High,316,388,320,1,-4,
CogLoadLineNumber,23,86,Low,226,286,192,1,34,
CogLoadLineNumber,23,87,High,108,171,128,0,-20,
CogLoadLineNumber,23,88,High,254,226,256,1,-2,
CogLoadLineNumber,23,89,Low,242,358,288,1,-46,
CogLoadLineNumber,23,90,High,212,369,192,1,20,
CogLoadLineNumber,24,1,High,162,370,256,1,-94,
CogLoadLineNumber,24,2,Low,104,208,128,1,-24,
CogLoadLineNumber,24,3,High,288,315,320,1,-32,
CogLoadLineNumber,24,4,Low,244,104,288,1,-44,
CogLoadLineNumber,24,5,High,288,380,320,1,-32,
CogLoadLineNumber,24,6,High,280,221,352,1,-72,
CogLoadLineNumber,24,7,Low,178,114,224,1,-46,
CogLoadLineNumber,24,8,High,152,292,160,1,-8,
CogLoadLineNumber,24,9,High,88,168,96,0,-8,
CogLoadLineNumber,24,10,Low,94,358,128,1,-34,
CogLoadLineNumber,24,11,High,196,92,224,1,-28,
CogLoadLineNumber,24,12,High,240,128,256,1,-16,
CogLoadLineNumber,24,13,Low,156,325,192,1,-36,
CogLoadLineNumber,24,14,High,126,334,128,1,-2,
CogLoadLineNumber,24,15,Low,204,172,256,1,-52,
CogLoadLineNumber,24,16,High,104,81,128,1,-24,
CogLoadLineNumber,24,17,High,248,147,288,1,-40,
CogLoadLineNumber,24,18,High,256,93,320,1,-64,
CogLoadLineNumber,24,19,Low,328,381,352,1,-24,
CogLoadLineNumber,24,20,High,108,129,128,1,-20,
CogLoadLineNumber,24,21,High,276,291,288,1,-12,
CogLoadLineNumber,24,22,Low,334,222,352,1,-18,
CogLoadLineNumber,24,23,High,316,201,352,1,-36,
CogLoadLineNumber,24,24,Low,264,232,288,1,-24,
CogLoadLineNumber,24,25,High,232,181,288,1,-56,
CogLoadLineNumber,24,26,High,104,273,128,1,-24,
CogLoadLineNumber,24,27,High,76,281,96,1,-20,
CogLoadLineNumber,24,28,Low,240,103,288,1,-48,
CogLoadLineNumber,24,29,High,204,220,256,1,-52,
CogLoadLineNumber,24,30,Low,220,140,256,0,-36,
CogLoadLineNumber,24,31,High,138,370,128,1,10,
CogLoadLineNumber,24,32,Low,248,167,320,1,-72,
CogLoadLineNumber,24,33,High,198,158,256,1,-58,
CogLoadLineNumber,24,34,High,180,113,224,1,-44,
CogLoadLineNumber,24,35,High,182,342,224,0,-42,
CogLoadLineNumber,24,36,High,80,284,96,1,-16,
CogLoadLineNumber,24,37,High,174,310,192,1,-18,
CogLoadLineNumber,24,38,Low,288,148,320,1,-32,
CogLoadLineNumber,24,39,Low,82,114,96,1,-14,
CogLoadLineNumber,24,40,High,150,106,160,1,-10,
CogLoadLineNumber,24,41,High,264,105,352,1,-88,
CogLoadLineNumber,24,42,High,140,91,160,1,-20,
CogLoadLineNumber,24,43,Low,228,260,224,1,4,
CogLoadLineNumber,24,44,Low,220,103,256,1,-36,
CogLoadLineNumber,24,45,High,92,269,96,1,-4,
CogLoadLineNumber,24,46,High,284,95,352,1,-68,
CogLoadLineNumber,24,47,Low,140,281,160,1,-20,
CogLoadLineNumber,24,48,Low,162,238,192,1,-30,
CogLoadLineNumber,24,49,Low,150,254,160,1,-10,
CogLoadLineNumber,24,50,High,84,197,96,1,-12,
CogLoadLineNumber,24,51,Low,188,84,192,1,-4,
CogLoadLineNumber,24,52,Low,240,304,288,1,-48,
CogLoadLineNumber,24,53,High,300,103,320,1,-20,
CogLoadLineNumber,24,54,Low,120,187,128,1,-8,
CogLoadLineNumber,24,55,High,144,321,160,1,-16,
CogLoadLineNumber,24,56,High,196,169,288,1,-92,
CogLoadLineNumber,24,57,Low,236,371,256,1,-20,
CogLoadLineNumber,24,58,Low,204,328,256,1,-52,
CogLoadLineNumber,24,59,Low,244,139,288,1,-44,
CogLoadLineNumber,24,60,Low,318,222,320,1,-2,
CogLoadLineNumber,24,61,Low,320,381,352,1,-32,
CogLoadLineNumber,24,62,High,160,159,192,1,-32,
CogLoadLineNumber,24,63,High,234,322,224,1,10,
CogLoadLineNumber,24,64,High,184,83,192,1,-8,
CogLoadLineNumber,24,65,Low,180,101,224,1,-44,
CogLoadLineNumber,24,66,Low,144,143,160,1,-16,
CogLoadLineNumber,24,67,Low,232,232,224,1,8,
CogLoadLineNumber,24,68,High,180,325,160,1,20,
CogLoadLineNumber,24,69,Low,288,133,320,1,-32,
CogLoadLineNumber,24,70,High,312,285,320,1,-8,
CogLoadLineNumber,24,71,Low,72,279,96,1,-24,
CogLoadLineNumber,24,72,Low,352,212,352,0,0,
CogLoadLineNumber,24,73,High,308,309,352,1,-44,
CogLoadLineNumber,24,74,Low,246,94,320,1,-74,
CogLoadLineNumber,24,75,Low,184,228,192,1,-8,
CogLoadLineNumber,24,76,High,272,107,288,1,-16,
CogLoadLineNumber,24,77,High,240,352,224,1,16,
CogLoadLineNumber,24,78,Low,118,118,128,1,-10,
CogLoadLineNumber,24,79,High,180,364,192,1,-12,
CogLoadLineNumber,24,80,Low,180,140,192,1,-12,
CogLoadLineNumber,24,81,High,190,102,192,1,-2,
CogLoadLineNumber,24,82,Low,152,151,160,1,-8,
CogLoadLineNumber,24,83,High,236,161,256,1,-20,
CogLoadLineNumber,24,84,Low,104,305,96,1,8,
CogLoadLineNumber,24,85,Low,180,244,160,1,20,
CogLoadLineNumber,24,86,Low,96,264,96,0,0,
CogLoadLineNumber,24,87,Low,100,132,96,1,4,
CogLoadLineNumber,24,88,Low,212,376,224,1,-12,
CogLoadLineNumber,24,89,Low,134,238,128,1,6,
CogLoadLineNumber,24,90,Low,304,359,352,1,-48,
CogLoadLineNumber,25,1,High,170,122,192,1,-22,
CogLoadLineNumber,25,2,Low,190,346,160,0,30,
CogLoadLineNumber,25,3,High,176,155,160,1,16,
CogLoadLineNumber,25,4,Low,332,132,352,1,-20,
CogLoadLineNumber,25,5,Low,164,336,160,1,4,
CogLoadLineNumber,25,6,High,112,91,96,1,16,
CogLoadLineNumber,25,7,High,264,216,256,0,8,
CogLoadLineNumber,25,8,Low,144,179,128,1,16,
CogLoadLineNumber,25,9,High,124,388,96,1,28,
CogLoadLineNumber,25,10,Low,248,284,256,1,-8,
CogLoadLineNumber,25,11,Low,336,159,352,1,-16,
CogLoadLineNumber,25,12,Low,356,372,320,1,36,
CogLoadLineNumber,25,13,High,274,146,256,1,18,
CogLoadLineNumber,25,14,High,234,282,224,1,10,
CogLoadLineNumber,25,15,Low,278,306,288,1,-10,
CogLoadLineNumber,25,16,High,256,173,224,0,32,
CogLoadLineNumber,25,17,Low,224,249,224,1,0,
CogLoadLineNumber,25,18,Low,176,87,192,1,-16,
CogLoadLineNumber,25,19,Low,124,209,96,1,28,
CogLoadLineNumber,25,20,High,234,138,288,1,-54,
CogLoadLineNumber,25,21,High,264,315,288,1,-24,
CogLoadLineNumber,25,22,High,312,131,320,1,-8,
CogLoadLineNumber,25,23,Low,264,235,288,1,-24,
CogLoadLineNumber,25,24,Low,96,253,96,1,0,
CogLoadLineNumber,25,25,Low,192,268,192,1,0,
CogLoadLineNumber,25,26,Low,184,147,192,1,-8,
CogLoadLineNumber,25,27,Low,216,277,224,1,-8,
CogLoadLineNumber,25,28,High,308,209,352,1,-44,
CogLoadLineNumber,25,29,High,320,371,352,1,-32,
CogLoadLineNumber,25,30,Low,320,388,352,1,-32,
CogLoadLineNumber,25,31,Low,190,370,192,1,-2,
CogLoadLineNumber,25,32,High,184,252,160,1,24,
CogLoadLineNumber,25,33,Low,200,317,224,1,-24,
CogLoadLineNumber,25,34,High,248,93,288,1,-40,
CogLoadLineNumber,25,35,Low,200,273,192,1,8,
CogLoadLineNumber,25,36,Low,218,302,224,1,-6,
CogLoadLineNumber,25,37,High,204,293,192,1,12,
CogLoadLineNumber,25,38,High,336,216,320,1,16,
CogLoadLineNumber,25,39,High,316,125,320,1,-4,
CogLoadLineNumber,25,40,High,126,326,96,0,30,
CogLoadLineNumber,25,41,Low,372,373,352,0,20,
CogLoadLineNumber,25,42,High,180,83,160,1,20,
CogLoadLineNumber,25,43,High,162,178,128,1,34,
CogLoadLineNumber,25,44,High,288,368,288,1,0,
CogLoadLineNumber,25,45,Low,340,249,352,1,-12,
CogLoadLineNumber,25,46,Low,292,321,320,1,-28,
CogLoadLineNumber,25,47,High,242,134,256,1,-14,
CogLoadLineNumber,25,48,High,226,246,192,1,34,
CogLoadLineNumber,25,49,High,356,356,352,1,4,
CogLoadLineNumber,25,50,High,116,267,96,1,20,
CogLoadLineNumber,25,51,Low,172,353,160,1,12,
CogLoadLineNumber,25,52,High,168,169,128,1,40,
CogLoadLineNumber,25,53,Low,182,278,128,1,54,
CogLoadLineNumber,25,54,High,236,115,256,1,-20,
CogLoadLineNumber,25,55,Low,294,150,320,1,-26,
CogLoadLineNumber,25,56,High,220,384,160,1,60,
CogLoadLineNumber,25,57,High,184,95,192,0,-8,
CogLoadLineNumber,25,58,High,156,351,128,1,28,
CogLoadLineNumber,25,59,Low,308,385,320,1,-12,
CogLoadLineNumber,25,60,High,348,227,352,1,-4,
CogLoadLineNumber,25,61,Low,226,298,160,1,66,
CogLoadLineNumber,25,62,High,248,167,224,1,24,
CogLoadLineNumber,25,63,Low,142,114,128,1,14,
CogLoadLineNumber,25,64,High,340,352,352,1,-12,
CogLoadLineNumber,25,65,Low,274,330,256,1,18,
CogLoadLineNumber,25,66,Low,232,184,224,1,8,
CogLoadLineNumber,25,67,Low,132,269,128,1,4,
CogLoadLineNumber,25,68,Low,82,278,96,1,-14,
CogLoadLineNumber,25,69,Low,232,245,256,1,-24,
CogLoadLineNumber,25,70,High,176,325,128,1,48,
CogLoadLineNumber,25,71,Low,96,332,96,1,0,
CogLoadLineNumber,25,72,High,112,221,96,1,16,
CogLoadLineNumber,25,73,Low,128,269,96,1,32,
CogLoadLineNumber,25,74,High,290,290,320,0,-30,
CogLoadLineNumber,25,75,High,168,211,160,1,8,
CogLoadLineNumber,25,76,Low,228,269,256,1,-28,
CogLoadLineNumber,25,77,Low,296,104,320,1,-24,
CogLoadLineNumber,25,78,High,256,361,224,0,32,
CogLoadLineNumber,25,79,Low,252,169,288,1,-36,
CogLoadLineNumber,25,80,Low,272,133,288,1,-16,
CogLoadLineNumber,25,81,High,280,127,320,1,-40,
CogLoadLineNumber,25,82,Low,164,293,128,0,36,
CogLoadLineNumber,25,83,High,176,241,128,1,48,
CogLoadLineNumber,25,84,Low,300,109,288,1,12,
CogLoadLineNumber,25,85,High,218,134,224,1,-6,
CogLoadLineNumber,25,86,Low,248,204,256,1,-8,
CogLoadLineNumber,25,87,High,228,244,192,1,36,
CogLoadLineNumber,25,88,High,234,314,256,1,-22,
CogLoadLineNumber,25,89,Low,188,253,160,1,28,
CogLoadLineNumber,25,90,High,290,206,288,1,2,
CogLoadLineNumber,27,1,High,208,340,192,1,16,
CogLoadLineNumber,27,2,High,144,208,160,1,-16,
CogLoadLineNumber,27,3,High,268,181,320,1,-52,
CogLoadLineNumber,27,4,Low,168,231,192,1,-24,
CogLoadLineNumber,27,5,Low,84,380,96,0,-12,
CogLoadLineNumber,27,6,High,228,112,256,1,-28,
CogLoadLineNumber,27,7,Low,216,352,256,1,-40,
CogLoadLineNumber,27,8,High,296,297,288,1,8,
CogLoadLineNumber,27,9,High,132,80,128,1,4,
CogLoadLineNumber,27,10,Low,120,369,128,0,-8,
CogLoadLineNumber,27,11,High,278,222,256,1,22,
CogLoadLineNumber,27,12,Low,200,305,224,1,-24,
CogLoadLineNumber,27,13,Low,322,102,352,1,-30,
CogLoadLineNumber,27,14,Low,344,256,352,1,-8,
CogLoadLineNumber,27,15,High,290,174,288,1,2,
CogLoadLineNumber,27,16,Low,178,362,192,1,-14,
CogLoadLineNumber,27,17,High,196,197,96,1,100,
CogLoadLineNumber,27,18,Low,126,230,160,1,-34,
CogLoadLineNumber,27,19,Low,246,290,288,1,-42,
CogLoadLineNumber,27,20,Low,328,328,320,1,8,
CogLoadLineNumber,27,21,Low,134,230,160,1,-26,
CogLoadLineNumber,27,22,Low,88,328,96,1,-8,
CogLoadLineNumber,27,23,High,250,186,288,1,-38,
CogLoadLineNumber,27,24,Low,120,367,128,1,-8,
CogLoadLineNumber,27,25,Low,276,180,256,1,20,
CogLoadLineNumber,27,26,High,212,277,256,1,-44,
CogLoadLineNumber,27,27,High,172,173,160,1,12,
CogLoadLineNumber,27,28,Low,86,286,96,0,-10,
CogLoadLineNumber,27,29,Low,108,281,128,1,-20,
CogLoadLineNumber,27,30,High,302,302,320,1,-18,
CogLoadLineNumber,27,31,High,204,109,192,1,12,
CogLoadLineNumber,27,32,High,352,243,352,1,0,
CogLoadLineNumber,27,33,Low,128,384,128,1,0,
CogLoadLineNumber,27,34,High,288,87,224,1,64,
CogLoadLineNumber,27,35,High,292,221,320,1,-28,
CogLoadLineNumber,27,36,High,140,277,128,1,12,
CogLoadLineNumber,27,37,High,244,243,256,1,-12,
CogLoadLineNumber,27,38,Low,168,96,160,1,8,
CogLoadLineNumber,27,39,High,282,154,352,0,-70,
CogLoadLineNumber,27,40,High,128,129,96,0,32,
CogLoadLineNumber,27,41,Low,288,204,320,1,-32,
CogLoadLineNumber,27,42,Low,208,123,288,1,-80,
CogLoadLineNumber,27,43,Low,284,140,320,1,-36,
CogLoadLineNumber,27,44,Low,196,105,224,1,-28,
CogLoadLineNumber,27,45,Low,94,318,96,1,-2,
CogLoadLineNumber,27,46,Low,280,145,288,1,-8,
CogLoadLineNumber,27,47,High,164,248,192,1,-28,
CogLoadLineNumber,27,48,Low,212,263,256,1,-44,
CogLoadLineNumber,27,49,High,240,356,224,1,16,
CogLoadLineNumber,27,50,Low,160,323,192,1,-32,
CogLoadLineNumber,27,51,Low,216,347,224,1,-8,
CogLoadLineNumber,27,52,High,180,113,128,1,52,
CogLoadLineNumber,27,53,High,336,237,352,1,-16,
CogLoadLineNumber,27,54,Low,138,210,160,1,-22,
CogLoadLineNumber,27,55,High,276,159,224,1,52,
CogLoadLineNumber,27,56,High,272,88,288,1,-16,
CogLoadLineNumber,27,57,Low,88,177,96,1,-8,
CogLoadLineNumber,27,58,Low,176,175,224,1,-48,
CogLoadLineNumber,27,59,High,206,122,256,1,-50,
CogLoadLineNumber,27,60,Low,162,234,128,1,34,
CogLoadLineNumber,27,61,High,108,127,96,1,12,
CogLoadLineNumber,27,62,Low,360,287,352,0,8,
CogLoadLineNumber,27,63,High,224,303,224,1,0,
CogLoadLineNumber,27,64,Low,296,297,320,1,-24,
CogLoadLineNumber,27,65,High,184,339,128,1,56,
CogLoadLineNumber,27,66,Low,132,221,160,1,-28,
CogLoadLineNumber,27,67,Low,176,176,192,1,-16,
CogLoadLineNumber,27,68,High,140,343,160,0,-20,
CogLoadLineNumber,27,69,High,104,103,128,1,-24,
CogLoadLineNumber,27,70,High,176,376,192,1,-16,
CogLoadLineNumber,27,71,High,104,269,96,1,8,
CogLoadLineNumber,27,72,Low,384,263,352,1,32,
CogLoadLineNumber,27,73,High,106,238,96,0,10,
CogLoadLineNumber,27,74,High,194,274,160,1,34,
CogLoadLineNumber,27,75,Low,228,229,256,1,-28,
CogLoadLineNumber,27,76,High,200,89,192,0,8,
CogLoadLineNumber,27,77,High,308,308,320,1,-12,
CogLoadLineNumber,27,78,High,306,306,352,1,-46,
CogLoadLineNumber,27,79,High,252,311,288,1,-36,
CogLoadLineNumber,27,80,Low,310,242,320,1,-10,
CogLoadLineNumber,27,81,High,292,191,352,1,-60,
CogLoadLineNumber,27,82,Low,156,156,192,1,-36,
CogLoadLineNumber,27,83,Low,336,229,256,1,80,
CogLoadLineNumber,27,84,High,324,177,320,1,4,
CogLoadLineNumber,27,85,Low,272,272,288,1,-16,
CogLoadLineNumber,27,86,High,218,258,224,1,-6,
CogLoadLineNumber,27,87,Low,316,153,352,1,-36,
CogLoadLineNumber,27,88,Low,268,141,288,1,-20,
CogLoadLineNumber,27,89,Low,232,368,224,1,8,
CogLoadLineNumber,27,90,High,140,284,160,1,-20,
CogLoadLineNumber,28,1,Low,270,354,288,1,-18,
CogLoadLineNumber,28,2,High,298,86,352,1,-54,
CogLoadLineNumber,28,3,High,118,238,96,1,22,
CogLoadLineNumber,28,4,Low,230,202,192,1,38,
CogLoadLineNumber,28,5,High,176,189,160,1,16,
CogLoadLineNumber,28,6,Low,164,336,160,1,4,
CogLoadLineNumber,28,7,Low,104,239,96,1,8,
CogLoadLineNumber,28,8,Low,184,271,128,1,56,
CogLoadLineNumber,28,9,High,328,216,320,1,8,
CogLoadLineNumber,28,10,Low,188,187,192,0,-4,
CogLoadLineNumber,28,11,High,192,196,224,0,-32,
CogLoadLineNumber,28,12,High,198,86,192,0,6,
CogLoadLineNumber,28,13,Low,288,344,256,1,32,
CogLoadLineNumber,28,14,High,160,171,160,1,0,
CogLoadLineNumber,28,15,High,182,182,160,1,22,
CogLoadLineNumber,28,16,High,256,327,224,0,32,
CogLoadLineNumber,28,17,Low,224,325,192,1,32,
CogLoadLineNumber,28,18,High,146,82,96,1,50,
CogLoadLineNumber,28,19,Low,350,266,288,1,62,
CogLoadLineNumber,28,20,High,224,87,288,1,-64,
CogLoadLineNumber,28,21,High,294,294,320,1,-26,
CogLoadLineNumber,28,22,Low,302,282,320,1,-18,
CogLoadLineNumber,28,23,Low,330,382,320,1,10,
CogLoadLineNumber,28,24,Low,268,179,224,1,44,
CogLoadLineNumber,28,25,Low,102,114,96,1,6,
CogLoadLineNumber,28,26,High,222,234,288,1,-66,
CogLoadLineNumber,28,27,High,316,363,224,0,92,
CogLoadLineNumber,28,28,Low,372,84,320,0,52,
CogLoadLineNumber,28,29,High,216,347,128,1,88,
CogLoadLineNumber,28,30,Low,356,233,320,1,36,
CogLoadLineNumber,28,31,Low,314,185,288,1,26,
CogLoadLineNumber,28,32,Low,232,263,128,0,104,
CogLoadLineNumber,28,33,Low,240,321,224,1,16,
CogLoadLineNumber,28,34,High,96,83,96,1,0,
CogLoadLineNumber,28,35,Low,142,198,128,1,14,
CogLoadLineNumber,28,36,High,140,211,96,1,44,
CogLoadLineNumber,28,37,Low,260,372,224,0,36,
CogLoadLineNumber,28,38,High,312,211,256,0,56,
CogLoadLineNumber,28,39,High,222,162,224,0,-2,
CogLoadLineNumber,28,40,High,260,97,256,1,4,
CogLoadLineNumber,28,41,High,324,387,352,1,-28,
CogLoadLineNumber,28,42,Low,132,247,96,1,36,
CogLoadLineNumber,28,43,High,258,170,288,1,-30,
CogLoadLineNumber,28,44,Low,92,92,96,1,-4,
